case_a_precision,case_b_recall,case_c_any_overlap,case_d_jaccard,intersection_size,pred_size,manual_size,pred_labels,manual_labels,sample_id,model,run
0.0,0.0,1.0,0.16666666666666666,1,3,4,"B,C,E","C,D,F,G",93,deepseek_deepseek-v3.2,results_run2
0.0,0.0,1.0,0.5,2,3,3,"B,C,G","A,B,G",94,deepseek_deepseek-v3.2,results_run2
0.0,1.0,1.0,0.8,4,5,4,"A,B,C,E,G","A,B,E,G",95,deepseek_deepseek-v3.2,results_run2
0.0,1.0,1.0,0.75,3,4,3,"A,B,C,G","A,C,G",97,deepseek_deepseek-v3.2,results_run2
0.0,1.0,1.0,0.6,3,5,3,"A,B,C,E,G","A,C,G",98,deepseek_deepseek-v3.2,results_run2
1.0,1.0,1.0,1.0,3,3,3,"B,C,G","B,C,G",100,deepseek_deepseek-v3.2,results_run2
0.0,0.0,1.0,0.25,1,3,2,"C,E,G","D,G",5,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,2,2,"E,G","C,D",9,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.2,1,3,3,"B,D,G","A,C,D",12,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,2,B,"C,D",13,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.2,1,4,2,"A,C,E,G","C,D",16,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"B,G",17,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,D",18,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"C,E","C,D",20,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.5,2,3,3,"C,D,G","D,F,G",28,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.25,1,2,3,"C,G","C,D,E",29,google_gemini-2.5-flash,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"C,D,G","D,G",31,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,2,G,"C,D",34,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.5,2,3,3,"C,E,G","C,D,E",35,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.25,1,3,2,"B,D,G","C,D",36,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,D",38,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,2,2,"A,G","C,E",40,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"D,G","C,D",41,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,2,2,"E,G","C,D",44,google_gemini-2.5-flash,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"A,B,C","B,C",45,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.5,1,1,2,D,"D,F",46,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.25,1,2,3,"B,G","B,C,D",49,google_gemini-2.5-flash,results_run2
0.0,1.0,1.0,0.6666666666666666,4,6,4,"A,B,C,D,F,G","B,C,D,F",50,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.5,2,2,4,"C,G","C,D,F,G",51,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,D",53,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"D,G","C,D",54,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.2,1,3,3,"A,E,G","C,D,G",56,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.5,2,3,3,"B,D,G","C,D,G",57,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.3333333333333333,1,1,3,C,"C,D,F",60,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"B,C","C,D",63,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,2,F,"C,G",65,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.5,1,1,2,G,"C,G",67,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"A,G","C,G",69,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,G",72,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"C,G","C,D",73,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"A,C","C,D",75,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,G",76,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,4,E,"C,D,F,G",77,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,2,2,"A,C","D,G",78,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.25,1,2,3,"A,E","C,D,E",79,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,2,2,"D,F","C,G",80,google_gemini-2.5-flash,results_run2
0.0,0.0,0.0,0.0,0,1,3,E,"C,D,G",81,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,G",82,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.5,2,3,3,"A,B,G","B,C,G",84,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.3333333333333333,1,1,3,B,"B,F,G",86,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.3333333333333333,1,1,3,D,"C,D,F",90,google_gemini-2.5-flash,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"C,F","D,F",91,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.25,1,1,4,D,"C,D,F,G",93,google_gemini-2.5-flash,results_run2
1.0,0.0,1.0,0.3333333333333333,1,1,3,B,"A,B,G",94,google_gemini-2.5-flash,results_run2
0.0,1.0,1.0,0.8,4,5,4,"A,B,C,E,G","A,B,E,G",95,google_gemini-2.5-flash,results_run2
1.0,1.0,1.0,1.0,3,3,3,"A,C,G","A,C,G",97,google_gemini-2.5-flash,results_run2
0.0,1.0,1.0,0.75,3,4,3,"A,C,E,G","A,C,G",98,google_gemini-2.5-flash,results_run2
1.0,1.0,1.0,1.0,3,3,3,"B,C,G","B,C,G",100,google_gemini-2.5-flash,results_run2
0.0,1.0,1.0,0.5,2,4,2,"A,D,F,G","D,G",5,openai_gpt-5.2,results_run2
1.0,1.0,1.0,1.0,2,2,2,"C,D","C,D",9,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.75,3,4,3,"A,B,C,D","A,C,D",12,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,D",13,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"C,D,E","C,D",16,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"B,C","B,G",17,openai_gpt-5.2,results_run2
1.0,1.0,1.0,1.0,2,2,2,"C,D","C,D",18,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.5,1,1,2,D,"C,D",20,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6,3,5,3,"C,D,E,F,G","D,F,G",28,openai_gpt-5.2,results_run2
1.0,1.0,1.0,1.0,3,3,3,"C,D,E","C,D,E",29,openai_gpt-5.2,results_run2
1.0,1.0,1.0,1.0,2,2,2,"D,G","D,G",31,openai_gpt-5.2,results_run2
0.0,0.0,0.0,0.0,0,2,2,"A,G","C,D",34,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.5,2,3,3,"D,E,F","C,D,E",35,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"B,C,D","C,D",36,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"C,D,G","C,D",38,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.25,1,3,2,"B,C,G","C,E",40,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"C,D,G","C,D",41,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"C,D,F","C,D",44,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"A,C","B,C",45,openai_gpt-5.2,results_run2
1.0,1.0,1.0,1.0,2,2,2,"D,F","D,F",46,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6,3,5,3,"A,B,C,D,G","B,C,D",49,openai_gpt-5.2,results_run2
1.0,1.0,1.0,1.0,4,4,4,"B,C,D,F","B,C,D,F",50,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.4,2,3,4,"B,C,F","C,D,F,G",51,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.5,1,1,2,D,"C,D",53,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.5,1,1,2,D,"C,D",54,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.25,1,2,3,"D,E","C,D,G",56,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.5,2,3,3,"D,F,G","C,D,G",57,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6,3,5,3,"C,D,E,F,G","C,D,F",60,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"B,C,D","C,D",63,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"F,G","C,G",65,openai_gpt-5.2,results_run2
1.0,1.0,1.0,1.0,2,2,2,"C,G","C,G",67,openai_gpt-5.2,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,G",69,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"C,D","C,G",72,openai_gpt-5.2,results_run2
1.0,1.0,1.0,1.0,2,2,2,"C,D","C,D",73,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"A,C,D","C,D",75,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,G",76,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.6,3,4,4,"C,D,E,F","C,D,F,G",77,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"B,D","D,G",78,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.25,1,2,3,"A,D","C,D,E",79,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.4,2,5,2,"C,D,E,F,G","C,G",80,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.5,2,3,3,"B,C,D","C,D,G",81,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,G",82,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.25,1,2,3,"A,B","B,C,G",84,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.25,1,2,3,"B,D","B,F,G",86,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.6666666666666666,2,2,3,"D,F","C,D,F",90,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.5,1,1,2,F,"D,F",91,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.4,2,3,4,"A,F,G","C,D,F,G",93,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.25,1,2,3,"B,C","A,B,G",94,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.6,3,4,4,"A,B,C,G","A,B,E,G",95,openai_gpt-5.2,results_run2
1.0,0.0,1.0,0.3333333333333333,1,1,3,A,"A,C,G",97,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.6,3,5,3,"A,B,C,E,G","A,C,G",98,openai_gpt-5.2,results_run2
0.0,1.0,1.0,0.75,3,4,3,"B,C,F,G","B,C,G",100,openai_gpt-5.2,results_run2
0.0,0.0,1.0,0.25,1,3,2,"A,F,G","D,G",5,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,D",9,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.75,3,4,3,"A,B,C,D","A,C,D",12,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,D",13,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"B,C,D","C,D",16,openai_gpt-oss-120b,results_run2
1.0,1.0,1.0,1.0,2,2,2,"B,G","B,G",17,openai_gpt-oss-120b,results_run2
1.0,1.0,1.0,1.0,2,2,2,"C,D","C,D",18,openai_gpt-oss-120b,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,D",20,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.4,2,4,3,"C,D,E,G","D,F,G",28,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.6666666666666666,2,2,3,"C,E","C,D,E",29,openai_gpt-oss-120b,results_run2
1.0,1.0,1.0,1.0,2,2,2,"D,G","D,G",31,openai_gpt-oss-120b,results_run2
0.0,0.0,0.0,0.0,0,2,2,"A,G","C,D",34,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.75,3,4,3,"C,D,E,F","C,D,E",35,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.25,1,3,2,"B,C,G","C,D",36,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"A,C","C,D",38,openai_gpt-oss-120b,results_run2
0.0,0.0,0.0,0.0,0,3,2,"A,B,G","C,E",40,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"D,G","C,D",41,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.25,1,3,2,"D,F,G","C,D",44,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.25,1,3,2,"A,B,G","B,C",45,openai_gpt-oss-120b,results_run2
1.0,1.0,1.0,1.0,2,2,2,"D,F","D,F",46,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.75,3,4,3,"B,C,D,G","B,C,D",49,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.6666666666666666,4,6,4,"B,C,D,E,F,G","B,C,D,F",50,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.4,2,3,4,"B,C,F","C,D,F,G",51,openai_gpt-oss-120b,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,D",53,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.5,1,1,2,D,"C,D",54,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.3333333333333333,1,1,3,C,"C,D,G",56,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.5,2,3,3,"D,F,G","C,D,G",57,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.42857142857142855,3,7,3,"A,B,C,D,E,F,G","C,D,F",60,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"B,C","C,D",63,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"C,F,G","C,G",65,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.5,1,1,2,G,"C,G",67,openai_gpt-oss-120b,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,G",69,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"C,D","C,G",72,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.16666666666666666,1,5,2,"A,B,D,F,G","C,D",73,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"A,D","C,D",75,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,G",76,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.4,2,3,4,"C,D,E","C,D,F,G",77,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.6666666666666666,2,3,2,"C,D,G","D,G",78,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.5,2,3,3,"A,D,E","C,D,E",79,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"C,D","C,G",80,openai_gpt-oss-120b,results_run2
1.0,1.0,1.0,1.0,3,3,3,"C,D,G","C,D,G",81,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.5,1,1,2,C,"C,G",82,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.5,2,3,3,"A,B,G","B,C,G",84,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.3333333333333333,1,1,3,B,"B,F,G",86,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.6666666666666666,2,2,3,"D,F","C,D,F",90,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.5,1,1,2,F,"D,F",91,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.5,2,2,4,"C,G","C,D,F,G",93,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.6666666666666666,2,2,3,"B,G","A,B,G",94,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.4,2,3,4,"B,C,G","A,B,E,G",95,openai_gpt-oss-120b,results_run2
1.0,0.0,1.0,0.3333333333333333,1,1,3,A,"A,C,G",97,openai_gpt-oss-120b,results_run2
0.0,1.0,1.0,0.6,3,5,3,"A,B,C,E,G","A,C,G",98,openai_gpt-oss-120b,results_run2
1.0,1.0,1.0,1.0,3,3,3,"B,C,G","B,C,G",100,openai_gpt-oss-120b,results_run2
0.0,0.0,1.0,0.16666666666666666,1,5,2,"A,C,E,F,G","D,G",5,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"A,C","C,D",9,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.5,3,6,3,"A,B,C,D,E,G","A,C,D",12,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"B,C","C,D",13,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.2857142857142857,2,7,2,"A,B,C,D,E,F,G","C,D",16,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.4,2,5,2,"A,B,E,F,G","B,G",17,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,D",18,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.25,1,3,2,"B,C,E","C,D",20,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.42857142857142855,3,7,3,"A,B,C,D,E,F,G","D,F,G",28,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.3333333333333333,2,5,3,"A,C,E,F,G","C,D,E",29,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"D,G",31,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,D",34,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.16666666666666666,1,4,3,"A,B,E,F","C,D,E",35,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.3333333333333333,2,6,2,"A,B,C,D,E,G","C,D",36,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.2,1,4,2,"A,C,E,G","C,D",38,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.3333333333333333,2,6,2,"A,B,C,E,F,G","C,E",40,qwen_qwen3-coder,results_run2
1.0,1.0,1.0,1.0,2,2,2,"C,D","C,D",41,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.14285714285714285,1,6,2,"A,B,C,E,F,G","C,D",44,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.4,2,5,2,"A,B,C,E,G","B,C",45,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.25,1,3,2,"C,D,G","D,F",46,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.16666666666666666,1,4,3,"A,B,E,G","B,C,D",49,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.5714285714285714,4,7,4,"A,B,C,D,E,F,G","B,C,D,F",50,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.3333333333333333,2,4,4,"B,C,E,G","C,D,F,G",51,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,D",53,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.16666666666666666,1,5,2,"A,D,E,F,G","C,D",54,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.3333333333333333,2,5,3,"A,B,C,E,G","C,D,G",56,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,3,E,"C,D,G",57,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,3,E,"C,D,F",60,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.25,1,3,2,"A,C,E","C,D",63,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.25,1,3,2,"B,F,G","C,G",65,qwen_qwen3-coder,results_run2
1.0,0.0,1.0,0.5,1,1,2,G,"C,G",67,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.2,1,4,2,"A,B,E,G","C,G",69,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"C,G",72,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.16666666666666666,1,5,2,"B,C,E,F,G","C,D",73,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,4,2,"A,B,E,F","C,D",75,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.2,1,4,2,"B,E,F,G","C,G",76,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,4,E,"C,D,F,G",77,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.2,1,4,2,"A,C,E,G","D,G",78,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.75,3,4,3,"A,C,D,E","C,D,E",79,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.16666666666666666,1,5,2,"B,D,E,F,G","C,G",80,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.16666666666666666,1,4,3,"B,E,F,G","C,D,G",81,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.3333333333333333,1,2,2,"A,C","C,G",82,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.6,3,5,3,"A,B,C,F,G","B,C,G",84,qwen_qwen3-coder,results_run2
1.0,0.0,1.0,0.6666666666666666,2,2,3,"B,G","B,F,G",86,qwen_qwen3-coder,results_run2
1.0,0.0,1.0,0.6666666666666666,2,2,3,"C,D","C,D,F",90,qwen_qwen3-coder,results_run2
0.0,0.0,0.0,0.0,0,1,2,E,"D,F",91,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.3333333333333333,2,4,4,"B,C,E,G","C,D,F,G",93,qwen_qwen3-coder,results_run2
1.0,0.0,1.0,0.6666666666666666,2,2,3,"B,G","A,B,G",94,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.8,4,5,4,"A,B,C,E,G","A,B,E,G",95,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.4,2,4,3,"A,B,E,G","A,C,G",97,qwen_qwen3-coder,results_run2
0.0,1.0,1.0,0.5,3,6,3,"A,B,C,E,F,G","A,C,G",98,qwen_qwen3-coder,results_run2
0.0,0.0,1.0,0.5,2,3,3,"B,E,G","B,C,G",100,qwen_qwen3-coder,results_run2
